收费站,时间区间起点,入站车流,出站车流
收费站2,2022-02-23 06:00:00,0,0
收费站2,2022-02-23 07:00:00,0,9
收费站2,2022-02-23 08:00:00,1,8
收费站2,2022-02-23 09:00:00,0,6
收费站2,2022-02-23 10:00:00,2,9
收费站2,2022-02-23 11:00:00,0,5
收费站2,2022-02-23 12:00:00,2,5
收费站2,2022-02-23 13:00:00,1,5
收费站2,2022-02-23 14:00:00,0,8
收费站2,2022-02-23 15:00:00,4,14
收费站2,2022-02-23 16:00:00,1,6
收费站2,2022-02-23 17:00:00,2,4
收费站2,2022-02-23 18:00:00,1,4
收费站2,2022-02-23 19:00:00,0,7
收费站2,2022-02-23 20:00:00,1,3
收费站2,2022-02-23 21:00:00,1,3
收费站2,2022-02-23 22:00:00,1,2
收费站2,2022-02-23 23:00:00,1,2
收费站2,2022-02-24 00:00:00,0,0
收费站2,2022-02-24 01:00:00,0,1
收费站2,2022-02-24 02:00:00,0,0
收费站2,2022-02-24 03:00:00,0,1
收费站2,2022-02-24 04:00:00,0,1
收费站2,2022-02-24 05:00:00,0,0
收费站2,2022-02-24 06:00:00,0,1
收费站2,2022-02-24 07:00:00,1,4
收费站2,2022-02-24 08:00:00,0,6
收费站2,2022-02-24 09:00:00,0,5
收费站2,2022-02-24 10:00:00,4,8
收费站2,2022-02-24 11:00:00,0,10
收费站2,2022-02-24 12:00:00,0,6
收费站2,2022-02-24 13:00:00,0,4
收费站2,2022-02-24 14:00:00,0,9
收费站2,2022-02-24 15:00:00,3,2
收费站2,2022-02-24 16:00:00,4,4
收费站2,2022-02-24 17:00:00,3,4
收费站2,2022-02-24 18:00:00,0,7
收费站2,2022-02-24 19:00:00,1,3
收费站2,2022-02-24 20:00:00,0,4
收费站2,2022-02-24 21:00:00,0,0
收费站2,2022-02-24 22:00:00,1,2
收费站2,2022-02-24 23:00:00,0,1
收费站2,2022-02-25 00:00:00,0,0
收费站2,2022-02-25 01:00:00,0,0
收费站2,2022-02-25 02:00:00,0,0
收费站2,2022-02-25 03:00:00,0,0
收费站2,2022-02-25 04:00:00,0,1
收费站2,2022-02-25 05:00:00,0,0
收费站2,2022-02-25 06:00:00,0,0
收费站2,2022-02-25 07:00:00,0,9
收费站2,2022-02-25 08:00:00,0,6
收费站2,2022-02-25 09:00:00,1,11
收费站2,2022-02-25 10:00:00,0,10
收费站2,2022-02-25 11:00:00,0,5
收费站2,2022-02-25 12:00:00,0,5
收费站2,2022-02-25 13:00:00,2,3
收费站2,2022-02-25 14:00:00,0,6
收费站2,2022-02-25 15:00:00,1,5
收费站2,2022-02-25 16:00:00,2,6
收费站2,2022-02-25 17:00:00,3,7
收费站2,2022-02-25 18:00:00,2,3
收费站2,2022-02-25 19:00:00,0,3
收费站2,2022-02-25 20:00:00,1,3
收费站2,2022-02-25 21:00:00,0,3
收费站2,2022-02-25 22:00:00,1,0
收费站2,2022-02-25 23:00:00,0,1
收费站2,2022-02-26 00:00:00,0,2
收费站2,2022-02-26 01:00:00,0,0
收费站2,2022-02-26 02:00:00,0,0
收费站2,2022-02-26 03:00:00,0,0
收费站2,2022-02-26 04:00:00,0,0
收费站2,2022-02-26 05:00:00,0,0
收费站2,2022-02-26 06:00:00,0,1
收费站2,2022-02-26 07:00:00,0,6
收费站2,2022-02-26 08:00:00,1,4
收费站2,2022-02-26 09:00:00,0,9
收费站2,2022-02-26 10:00:00,3,9
收费站2,2022-02-26 11:00:00,0,7
收费站2,2022-02-26 12:00:00,1,2
收费站2,2022-02-26 13:00:00,2,4
收费站2,2022-02-26 14:00:00,1,7
收费站2,2022-02-26 15:00:00,3,6
收费站2,2022-02-26 16:00:00,3,7
收费站2,2022-02-26 17:00:00,1,6
收费站2,2022-02-26 18:00:00,1,12
收费站2,2022-02-26 19:00:00,1,10
收费站2,2022-02-26 20:00:00,0,2
收费站2,2022-02-26 21:00:00,1,0
收费站2,2022-02-26 22:00:00,1,1
收费站2,2022-02-26 23:00:00,0,2
收费站2,2022-02-27 00:00:00,0,0
收费站2,2022-02-27 01:00:00,0,0
收费站2,2022-02-27 02:00:00,0,0
收费站2,2022-02-27 03:00:00,0,0
收费站2,2022-02-27 04:00:00,0,0
收费站2,2022-02-27 05:00:00,0,0
收费站2,2022-02-27 06:00:00,0,1
收费站2,2022-02-27 07:00:00,0,5
收费站2,2022-02-27 08:00:00,0,5
收费站2,2022-02-27 09:00:00,2,9
收费站2,2022-02-27 10:00:00,2,8
收费站2,2022-02-27 11:00:00,1,8
收费站2,2022-02-27 12:00:00,2,6
收费站2,2022-02-27 13:00:00,1,7
收费站2,2022-02-27 14:00:00,1,4
收费站2,2022-02-27 15:00:00,4,8
收费站2,2022-02-27 16:00:00,1,8
收费站2,2022-02-27 17:00:00,0,9
收费站2,2022-02-27 18:00:00,2,8
收费站2,2022-02-27 19:00:00,1,5
收费站2,2022-02-27 20:00:00,0,10
收费站2,2022-02-27 21:00:00,1,2
收费站2,2022-02-27 22:00:00,0,0
收费站2,2022-02-27 23:00:00,0,2
收费站1,2022-02-22 00:00:00,0,1
收费站1,2022-02-22 01:00:00,0,5
收费站1,2022-02-22 02:00:00,0,1
收费站1,2022-02-22 03:00:00,0,1
收费站1,2022-02-22 04:00:00,0,6
收费站1,2022-02-22 05:00:00,0,7
收费站1,2022-02-22 06:00:00,0,8
收费站1,2022-02-22 07:00:00,0,20
收费站1,2022-02-22 08:00:00,0,46
收费站1,2022-02-22 09:00:00,0,51
收费站1,2022-02-22 10:00:00,1,60
收费站1,2022-02-22 11:00:00,0,56
收费站1,2022-02-22 12:00:00,0,45
收费站1,2022-02-22 13:00:00,0,38
收费站1,2022-02-22 14:00:00,0,57
收费站1,2022-02-22 15:00:00,0,38
收费站1,2022-02-22 16:00:00,0,54
收费站1,2022-02-22 17:00:00,0,52
收费站1,2022-02-22 18:00:00,0,34
收费站1,2022-02-22 19:00:00,0,27
收费站1,2022-02-22 20:00:00,0,13
收费站1,2022-02-22 21:00:00,0,15
收费站1,2022-02-22 22:00:00,0,10
收费站1,2022-02-22 23:00:00,0,5
收费站1,2022-02-23 00:00:00,0,5
收费站1,2022-02-23 01:00:00,0,4
收费站1,2022-02-23 02:00:00,0,6
收费站1,2022-02-23 03:00:00,0,3
收费站1,2022-02-23 04:00:00,0,4
收费站1,2022-02-23 05:00:00,0,6
收费站1,2022-02-23 06:00:00,0,11
收费站1,2022-02-23 07:00:00,0,24
收费站1,2022-02-23 08:00:00,0,36
收费站1,2022-02-23 09:00:00,1,53
收费站1,2022-02-23 10:00:00,0,74
收费站1,2022-02-23 11:00:00,0,42
收费站1,2022-02-23 12:00:00,0,28
收费站1,2022-02-23 13:00:00,0,49
收费站1,2022-02-23 14:00:00,0,40
收费站1,2022-02-23 15:00:00,0,53
收费站1,2022-02-23 16:00:00,1,41
收费站1,2022-02-23 17:00:00,0,38
收费站1,2022-02-23 18:00:00,1,33
收费站1,2022-02-23 19:00:00,0,23
收费站1,2022-02-23 20:00:00,0,23
收费站1,2022-02-23 21:00:00,0,28
收费站1,2022-02-23 22:00:00,0,10
收费站1,2022-02-23 23:00:00,0,4
收费站1,2022-02-24 00:00:00,0,5
收费站1,2022-02-24 01:00:00,0,5
收费站1,2022-02-24 02:00:00,0,0
收费站1,2022-02-24 03:00:00,0,3
收费站1,2022-02-24 04:00:00,0,6
收费站1,2022-02-24 05:00:00,0,7
收费站1,2022-02-24 06:00:00,0,13
收费站1,2022-02-24 07:00:00,0,20
收费站1,2022-02-24 08:00:00,0,38
收费站1,2022-02-24 09:00:00,0,53
收费站1,2022-02-24 10:00:00,1,47
收费站1,2022-02-24 11:00:00,0,48
收费站1,2022-02-24 12:00:00,0,28
收费站1,2022-02-24 13:00:00,0,37
收费站1,2022-02-24 14:00:00,0,37
收费站1,2022-02-24 15:00:00,0,50
收费站1,2022-02-24 16:00:00,1,39
收费站1,2022-02-24 17:00:00,1,44
收费站1,2022-02-24 18:00:00,0,40
收费站1,2022-02-24 19:00:00,0,38
收费站1,2022-02-24 20:00:00,1,7
收费站1,2022-02-24 21:00:00,0,22
收费站1,2022-02-24 22:00:00,0,9
收费站1,2022-02-24 23:00:00,0,7
收费站1,2022-02-25 00:00:00,0,5
收费站1,2022-02-25 01:00:00,0,2
收费站1,2022-02-25 02:00:00,0,3
收费站1,2022-02-25 03:00:00,0,5
收费站1,2022-02-25 04:00:00,0,4
收费站1,2022-02-25 05:00:00,0,5
收费站1,2022-02-25 06:00:00,0,10
收费站1,2022-02-25 07:00:00,0,14
收费站1,2022-02-25 08:00:00,0,25
收费站1,2022-02-25 09:00:00,0,40
收费站1,2022-02-25 10:00:00,0,51
收费站1,2022-02-25 11:00:00,0,39
收费站1,2022-02-25 12:00:00,1,31
收费站1,2022-02-25 13:00:00,0,30
收费站1,2022-02-25 14:00:00,0,54
收费站1,2022-02-25 15:00:00,0,44
收费站1,2022-02-25 16:00:00,0,49
收费站1,2022-02-25 17:00:00,0,52
收费站1,2022-02-25 18:00:00,0,47
收费站1,2022-02-25 19:00:00,0,48
收费站1,2022-02-25 20:00:00,0,24
收费站1,2022-02-25 21:00:00,0,24
收费站1,2022-02-25 22:00:00,0,18
收费站1,2022-02-25 23:00:00,0,9
收费站1,2022-02-26 00:00:00,0,5
收费站1,2022-02-26 01:00:00,0,4
收费站1,2022-02-26 02:00:00,0,5
收费站1,2022-02-26 03:00:00,0,4
收费站1,2022-02-26 04:00:00,0,1
收费站1,2022-02-26 05:00:00,0,2
收费站1,2022-02-26 06:00:00,0,8
收费站1,2022-02-26 07:00:00,0,14
收费站1,2022-02-26 08:00:00,0,25
收费站1,2022-02-26 09:00:00,0,36
收费站1,2022-02-26 10:00:00,0,52
收费站1,2022-02-26 11:00:00,0,67
收费站1,2022-02-26 12:00:00,0,41
收费站1,2022-02-26 13:00:00,0,33
收费站1,2022-02-26 14:00:00,0,39
收费站1,2022-02-26 15:00:00,0,44
收费站1,2022-02-26 16:00:00,0,51
收费站1,2022-02-26 17:00:00,0,34
收费站1,2022-02-26 18:00:00,0,41
收费站1,2022-02-26 19:00:00,0,35
收费站1,2022-02-26 20:00:00,0,27
收费站1,2022-02-26 21:00:00,1,16
收费站1,2022-02-26 22:00:00,0,9
收费站1,2022-02-26 23:00:00,0,6
收费站1,2022-02-27 00:00:00,0,9
收费站1,2022-02-27 01:00:00,0,1
收费站1,2022-02-27 02:00:00,0,3
收费站1,2022-02-27 03:00:00,0,5
收费站1,2022-02-27 04:00:00,0,3
收费站1,2022-02-27 05:00:00,0,8
收费站1,2022-02-27 06:00:00,0,7
收费站1,2022-02-27 07:00:00,0,24
收费站1,2022-02-27 08:00:00,0,31
收费站1,2022-02-27 09:00:00,0,41
收费站1,2022-02-27 10:00:00,0,47
收费站1,2022-02-27 11:00:00,0,43
收费站1,2022-02-27 12:00:00,0,34
收费站1,2022-02-27 13:00:00,0,35
收费站1,2022-02-27 14:00:00,1,47
收费站1,2022-02-27 15:00:00,0,67
收费站1,2022-02-27 16:00:00,0,56
收费站1,2022-02-27 17:00:00,0,66
收费站1,2022-02-27 18:00:00,0,50
收费站1,2022-02-27 19:00:00,0,50
收费站1,2022-02-27 20:00:00,0,23
收费站1,2022-02-27 21:00:00,0,21
收费站1,2022-02-27 22:00:00,0,27
收费站1,2022-02-27 23:00:00,0,14
